Priority,Key,Store,Wine_Name,Location,Price,Wine_Sort,Wine_Origin,Grape_1,Grape_2,Grape_3,Acid,Sweet,Sparkling,Food_match
755,LM0092,롯데마트,비벨로 로쏘 스위트,,9900,레드,이탈리아,산지오베제,,,3,3,0,"D01, G01"
756,LM0093,롯데마트,발비 소프라니 갈라 로사,,14900,화이트,이탈리아,브라케토,0,0,3,4,0,"C01, D01, D02, F02, G01, G02"
757,LM0094,롯데마트,칼로로시 화이트,,7900,화이트,미국,레드블렌딩,0,0,2,3,0,"D02, E01, F04, G01, B02, F01"
758,LM0095,롯데마트,뵈브 클리코,,74500,화이트,프랑스,샤도네이,피노누아,피노뮈니에,4,1,1,"B01, C01, F01, A01, B02, F03"
759,LM0096,롯데마트,레알 꼼빠니아 가르나자,,9900,레드,스페인,그라치아노,0,0,2,2,0,"F01, B02"
760,LM0097,롯데마트,쏜 클락 밀튼 팍 쉬라즈,,14900,레드,호주,쉬라즈,0,0,3,1,0,B02
761,LM0098,롯데마트,아포틱 화이트,,17500,화이트,미국,샤도네이,리슬링,0,3,1,0,"B01, C01, F02, G01"
762,LM0099,롯데마트,카르멘 그란 리쎄르바 프리다칼로 에디션 카버네쇼비뇽,,16900,레드,칠레,까베르네쇼비뇽,까르메네르,0,3,1,0,"B01, E01"
763,LM0100,롯데마트,원티드 진,,24900,레드,이탈리아,진판델,0,0,2,1,0,"F01, A01, E04, F02"
764,LM0101,롯데마트,슈미트숀 돈펠더 라인헤센,,9900,레드,독일,돈펠더,0,0,4,3,0,"B02, E03"
765,LM0102,롯데마트,칼로로시 레드,,7900,레드,미국,블렌딩,0,0,3,2,0,"E03, B02"
766,LM0103,롯데마트,더 롱 독 루즈,,15900,레드,프랑스,그르나슈,쉬라즈,,1,1,0,"B02, E03"
767,LM0104,롯데마트,블루라이트 리슬링,,8900,화이트,독일,리슬링,0,0,2,4,0,"D02, F04, G01, G02, B01, F01"
768,LM0105,롯데마트,샤또 보쉔 꼬뜨 뒤 론 그랑 리저브,,22900,레드,프랑스,그르나슈,쉬라즈,0,3,1,0,"B02, E03, A01"
769,LM0106,롯데마트,배비치 포비든 바인 말보로 소비뇽 블랑,,21800,화이트,뉴질랜드,소비뇽블랑,0,0,4,2,0,"B02, B03, C01, F01, F03"
770,LM0107,롯데마트,프레시넷 아이스 까바 로제,,13900,화이트,스페인,샤도네이,그르나슈,피노누아,4,3,0,"B01, C01, F01, F03"
771,LM0108,롯데마트,파이퍼하이직 서울에디션,,59900,화이트,프랑스,피노누아,0,0,2,2,1,"D02, E01, F04, G01, B02, F01, G02"
772,LM0109,롯데마트,원티드 샤드,,24900,화이트,이탈리아,샤도네이,0,0,4,1,0,"B01, C01, F01, A01, F03, F04"
773,LM0110,롯데마트,알타비스타 프리미엄 말벡,,24900,레드,아르헨티나,말벡,0,0,2,1,0,"B01, E01, F01, A01"
774,LM0111,롯데마트,다크호스 까베르네쇼비뇽,,24800,레드,미국,까베르네쇼비뇽,0,0,2,1,0,"B01, E01, F01"
775,LM0112,롯데마트,파트라슈 제브리 샹베르땅,,99900,레드,프랑스,피노누아,0,0,3,1,0,"C02, D01, G01, B02, E04, F01"
776,LM0113,롯데마트,도츠 로제 NV,,79000,화이트,프랑스,피노누아,0,0,5,1,0,"C01, D01, F01, A01, B02, F03"
777,LM0114,롯데마트,원티드 캡,,24900,레드,이탈리아,까베르네쇼비뇽,0,0,2,1,0,"B01, E01, F01"
778,LM0115,롯데마트,메짜코로나 까베르네 소비뇽,,14900,레드,이탈리아,까베르네쇼비뇽,0,0,3,1,0,"B01, E01"
779,LM0116,롯데마트,트라피체 싱글빈야드 말벡 서울에디션,,49900,레드,아르헨티나,말벡,0,0,3,1,0,"B01, E01, A01"
780,LM0117,롯데마트,옐로우테일 모스카토,,16800,화이트,호주,모스카토,0,0,2,4,0,"D02, F04, G01, G02"
781,LM0118,롯데마트,반피 프린시페사 가비아 가비,,29900,화이트,이탈리아,코르테제,0,0,3,2,0,"C01, D01, D02, E01, F02, G01, F01"
782,LM0119,롯데마트,킬라카눈 더 래키 쉬라즈,,31000,레드,호주,쉬라즈,0,0,3,1,0,"B02, A01, C02, E04, F02"
783,LM0120,롯데마트,디킨 샤르도네,,11900,화이트,호주,샤도네이,0,0,3,1,0,"B01, C01, F02, G01"
784,LM0121,롯데마트,라포스톨 달라멜 까베르네 소비뇽,,9900,레드,칠레,까베르네쇼비뇽,0,0,1,1,0,"B01, E01"
785,LM0122,롯데마트,두르뜨 그랑 떼루아 보르도 루즈 2015,,12900,레드,프랑스,까베르네프랑,까베르네쇼비뇽,메를로,3,1,0,"C01, E04"
786,LM0123,롯데마트,아랄디카 브라퀘토 돌체,,14900,레드,이탈리아,브라케토,0,0,2,5,0,F01
787,LM0125,롯데마트,캔달잭슨 빈트너 샤도네이,,38000,화이트,미국,샤도네이,0,0,3,2,0,"B01, C01, E01, F02, G01, A01, D02, F04"
788,LM0126,롯데마트,제이드 드 플뢰르 드 리스,,14900,레드,프랑스,메를로,,,2,2,0,"C01, F01"
789,LM0127,롯데마트,포르타6 브랑코,,15900,화이트,포르투갈,페르나옹피레스,0,0,2,1,0,"D02, F04, G01"
790,LM0128,롯데마트,체사리 마라 발폴리첼라 리빠소,,34900,레드,이탈리아,코르비나,론디넬라,몰리나라,1,2,0,"A01, C02, E02, E03, E04, F02, G01"
791,LM0129,롯데마트,미아 상그리아 클래식 로얄,,19800,레드,스페인,템프라니요,0,0,1,4,0,"C02, E02"
792,LM0130,롯데마트,프레시넷 미아 레드,,10900,레드,스페인,템프라니요,0,0,1,4,0,"C02, E02"
793,LM0131,롯데마트,트루아젤 칠레 까베르네쇼비뇽,,9900,레드,칠레,까베르네쇼비뇽,0,0,3,1,0,"B01, E01"
794,LM0132,롯데마트,셀리에 데 프린스 꼬뜨뒤론 비에이비뉴,,19900,레드,프랑스,그르나슈,쉬라즈,0,3,1,0,"B02, E03"
795,LM0133,롯데마트,미아 상그리아 화이트 프리잔테,,12900,화이트,스페인,모스카토,0,0,1,4,0,"D02, F04, G01, G02"
796,LM0134,롯데마트,다크호스 샤도네이,,24800,화이트,미국,샤도네이,0,0,3,1,0,"B01, C01, F02, G01, A01, B03, F01"
797,LM0135,롯데마트,골든 버블 모스카토,,9900,화이트,이탈리아,모스카토,0,0,3,4,1,"C01, D01, D02, F02, G01, G02"
798,LM0136,롯데마트,옐로우테일 까베르네쇼비뇽,,15800,레드,호주,까베르네쇼비뇽,0,0,2,1,0,"B01, E01"
799,LM0137,롯데마트,바르칸 클래식 카버네 소비뇽,,21900,레드,이스라엘,까베르네쇼비뇽,0,0,3,1,0,"B01, E01, F02"
800,LM0138,롯데마트,그랑 파씨오네,,25000,레드,이탈리아,메를로,코르비나,,3,2,0,"C01, B02, E03, F02"
801,LM0139,롯데마트,뷰마넨 레세르바 까베르네쇼비뇽,,14900,레드,칠레,까베르네쇼비뇽,0,0,3,1,0,"B01, E01"
802,LM0140,롯데마트,알베르비쇼 부르고뉴 피노누아,,35000,레드,프랑스,피노누아,0,0,3,1,0,"C02, D01, G01, A01, E02"
803,LM0142,롯데마트,크레스만 보르도 레드,,13900,레드,프랑스,메를로,,,1,1,0,"C01, E04"
804,LM0143,롯데마트,두르뜨 그랑 떼루아 쏘떼른느,,43900,화이트,프랑스,소비뇽블랑,세미용,0,3,5,0,"B02, B03, C01, F02, G01, G02, F01"
805,LM0144,롯데마트,요리오,,24900,레드,이탈리아,몬테풀치아노,0,0,2,2,0,"E04, F01, F02"
806,LM0145,롯데마트,프리츠 짐머 리슬링,,15900,화이트,독일,리슬링,0,0,3,3,0,"C01, D01, D02, E01, F02, G01"
807,LM0146,롯데마트,산다라 스위트 로제 스파클링,,11900,화이트,스페인,보발,0,0,1,5,0,"D02, F04, G01, G02"
808,LM0147,롯데마트,멈 그랑 끄로동,,89000,화이트,프랑스,샤도네이,피노누아,피노뮈니에,2,2,1,"B01, E01, F04, G01, B03, F01"
809,LM0148,롯데마트,반피 티아라 로쏘,,11800,화이트,이탈리아,브라케토,0,0,1,4,0,"D02, F04, G01, G02"
810,LM0149,롯데마트,떼땅져 녹턴 시티 라이트,,99000,화이트,프랑스,샤도네이,피노뮈니에,0,3,3,0,"B01, C01, E01, F02, G01, F03, G02"
811,LM0150,롯데마트,필리터리 비달 아이스와인 리져브,,69000,화이트,캐나다,모스카토,트레비아노,0,3,5,0,"C01, D01, D02, F02, G01, G02"
812,LM0151,롯데마트,메짜코로나 피노 그리지오,,15900,화이트,이탈리아,피노그리스,0,0,4,1,0,"C01, D01, F01"
813,LM0152,롯데마트,란 크리안자,,22900,레드,스페인,템프라니요,,,3,1,0,"C02, E02, E04"
814,LM0154,롯데마트,킬리카눈 킬러맨즈런 까베르네,,29900,레드,호주,까베르네쇼비뇽,0,0,3,1,0,"B01, E01"
815,LM0155,롯데마트,파우스티노 그랑 리제르바,,29900,레드,스페인,템프라니요,그라시아노,마주엘로,1,1,0,"C02, E02, D01, E03"
816,LM0156,롯데마트,산타캐롤리나 파밀리아리제바,,24000,레드,칠레,까베르네쇼비뇽,0,0,3,1,0,"B01, E01"
817,LM0157,롯데마트,파트라슈 부르고뉴 피노누아,,28900,레드,프랑스,피노누아,0,0,3,1,0,"C02, D01, G01"
818,LM0158,롯데마트,제라르 베르트랑 나뚜라에 샤도네이,,32900,화이트,프랑스,샤도네이,0,0,3,1,0,"B01, C01, F02, G01, A01, B03, D02, F03, F04"
819,LM0159,롯데마트,간치아 아스티,,17000,화이트,이탈리아,모스카토,0,0,1,4,1,"D02, F04, G01, G02"
820,LM0160,롯데마트,카르멘 그란리쎄르바 까베르네쇼비뇽,,32800,레드,칠레,까베르네쇼비뇽,0,0,3,1,0,"B01, E01, C01, E03, F01"
821,LM0161,롯데마트,프리츠 짐머 리슬링 아우스레제,,19900,화이트,독일,리슬링,0,0,3,4,0,"C01, D01, D02, F02, G01, G02"
822,LM0162,롯데마트,발비 소프라니 아스티,,17900,화이트,이탈리아,모스카토,0,0,3,4,1,"C01, D01, D02, F02, G01, G02"
823,LM0163,롯데마트,무똥까데 화이트,,23900,화이트,프랑스,모스카토,소비뇽블랑,세미용,3,1,0,"C01, D01, D02, F02, G01, B01, F04"
824,LM0164,롯데마트,크라멜레 레카스 엠버,,19900,화이트,루마니아,샤도네이,소비뇽블랑,0,2,2,0,"B01, E01, F04, G01"
825,LM0165,롯데마트,로쉐 마제 로제,,11900,화이트,프랑스,생소,0,0,4,2,0,"C01, D01, F01"
826,LM0166,롯데마트,뷰 마넨 스페셜 레세르바 까베르네 쇼비뇽,,19900,레드,칠레,말벡,0,0,3,1,0,"B01, E01"
827,LM0167,롯데마트,그래블리 포드 까베르네쇼비뇽,,14900,레드,미국,까베르네쇼비뇽,,,3,1,0,"B01, E01"
828,LM0168,롯데마트,뷰 마넨 레세르바 말벡,,14900,레드,칠레,말벡,0,0,3,1,0,"B01, E01"
829,LM0169,롯데마트,디킨 쉬라즈,,11900,레드,호주,쉬라즈,0,0,3,1,0,B02
830,LM0170,롯데마트,프레시넷 미아 로제,,10900,화이트,스페인,보발,0,0,3,3,0,"C01, D01, D02, E01, F02, G01"
831,LM0171,롯데마트,까레 띤또 로블,,12900,레드,스페인,가르나차,,,1,1,0,E04
832,LM0172,롯데마트,블랙타워 돈펠더 피노 누아,,11900,레드,독일,돈펠더,피노누아,0,3,3,0,"C02, D01, G01"
833,LM0173,롯데마트,베어풋 스위트 레드,,9900,레드,미국,피노누아,진판델,0,2,3,0,"C02, D01, G01, F01"
834,LM0174,롯데마트,코디치 로쏘,,9500,레드,이탈리아,산지오베제,몬테풀치아노,네그로아마로,1,3,0,"D01, G01, E04, E03"
835,LM0175,롯데마트,퀘르체토 토스카나 로쏘,,12900,레드,이탈리아,까베르네쇼비뇽,메를로,산지오베제,2,1,0,"C01, D01, G01, E01, F01"
836,LM0176,롯데마트,바롱 레스탁 보르도 블랑,,15900,화이트,프랑스,소비뇽블랑,세미용,0,3,1,0,"B02, B03, C01, F02, G01"
837,LM0177,롯데마트,디킨 모스카토,,11900,화이트,호주,모스카토,0,0,3,4,0,"C01, D01, D02, F02, G01, G02"
838,LM0178,롯데마트,풋 프린트 쉬라즈,,14900,레드,남아공,쉬라즈,0,0,2,2,0,"B02, F01"
839,LM0179,롯데마트,뷰 마넨 레세르바 샤르도네,,7900,화이트,칠레,샤도네이,0,0,4,1,0,"B01, C01, F01, B02, B03, D01"
840,LM0180,롯데마트,모나리자 비노 로쏘 디 이탈리아,,9900,레드,이탈리아,몬테풀치아노,산지오베제,0,3,2,0,"D01, G01, B02, E03"
841,LM0181,롯데마트,캄포 린도 크리안자,,7000,레드,스페인,템프라니요,0,0,3,1,0,"C02, E02, E04"
842,LM0182,롯데마트,마주앙 메독,,19400,레드,프랑스,까베르네쇼비뇽,메를로,0,2,1,0,"C01, E01, F01"
843,LM0183,롯데마트,산타리타 메달야 레알 까베르네쇼비뇽,,34800,레드,칠레,까베르네쇼비뇽,0,0,2,1,0,"B01, E01, F01, C01"
844,LM0184,롯데마트,바르칸 클래식 쉬라즈,,21900,레드,이스라엘,쉬라즈,0,0,3,1,0,"B02, C01, E04"
845,LM0185,롯데마트,마르께스 데 리스칼 A 아리엔조 크리안사,,19900,레드,스페인,템프라니요,0,0,3,1,0,"C02, E02"
846,LM0186,롯데마트,마르께스 데 몬떼 메루 그랑레세르바,,24900,레드,스페인,템프라니요,0,0,4,1,0,"C02, E02, E03"
847,LM0187,롯데마트,바바 바롤로,,99000,레드,이탈리아,네비올로,0,0,3,1,0,"A01, B01, C01, E01, E02, E03, F01"
848,LM0189,롯데마트,마르께스 까사콘차 까베르네쇼비뇽,,35000,레드,칠레,까베르네쇼비뇽,0,0,3,1,0,"B01, E01, C01, E03"
849,LM0190,롯데마트,옐로우테일 멜롯,,15800,레드,호주,메를로,,,3,2,0,C01
850,LM0191,롯데마트,디킨 까베르네 소비뇽,,11900,레드,호주,까베르네쇼비뇽,0,0,3,1,0,"B01, E01"
851,LM0192,롯데마트,루돌프 뮐러 아이스바인,,25900,화이트,독일,실바네르,0,0,3,5,0,"C01, D01, D02, F02, G01, G02"
852,LM0193,롯데마트,마레농루베롱 블랑,,12900,화이트,프랑스,그르나슈,트레비아노,베르멘티노,3,2,0,"C01, D01, D02, E01, F02, G01"
853,LM0194,롯데마트,아방가르데,,19900,화이트,독일,리슬링,0,0,3,3,0,"C01, D01, D02, E01, F02, G01"
854,LM0195,롯데마트,뷰 마넨 레세르바 소비뇽블랑,,14900,화이트,칠레,소비뇽블랑,0,0,4,1,0,"B02, B03, C01, F01"
855,LM0196,롯데마트,마르께스 데 리스칼 비냐 코야다,,12900,레드,스페인,템프라니요,0,0,3,1,0,"C02, E02"
856,LM0197,롯데마트,산타캐롤리나 리제르바 메를로,,18800,레드,칠레,메를로,0,0,3,2,0,C01
857,LM0199,롯데마트,노블 메독,,17900,레드,프랑스,까베르네쇼비뇽,메를로,0,1,1,0,"C01, E01"
858,LM0200,롯데마트,하이퍼 하이직,,62000,화이트,프랑스,피노누아,0,0,3,2,1,"C01, D01, D02, E01, F02, G01"
859,LM0201,롯데마트,헨켈 트로켄 피콜로 패키지,,14900,화이트,독일,샤도네이,슈냉블랑,소비뇽블랑,2,4,1,"B01, F04, G01, G02"
860,LM0202,롯데마트,쏜 클락 샷파이어 까베르네 소비뇽 쉬라즈,,39900,레드,호주,까베르네쇼비뇽,0,0,3,1,0,"B01, E01, C01, E03"
861,LM0203,롯데마트,반피 바다레이 베르멘티노,,19900,화이트,이탈리아,베르멘티노,0,0,3,2,0,"C01, D01, D02, E01, F02, G01"
862,LM0204,롯데마트,뷰 마넨 스페셜 레세르바 말벡,,19900,레드,칠레,말벡,0,0,3,1,0,"B01, E01"
863,LM0205,롯데마트,꼼떼 드 누아롱 브뤼 NV,,39900,화이트,프랑스,샤도네이,피노누아,피노뮈니에,3,1,1,"B01, C01, F02, G01, B02, D01, D02, F03, F04"
864,LM0206,롯데마트,산띠 아마로네,,99000,레드,이탈리아,코르비나,0,0,3,3,0,"A01, B01, C01, E01, E02, E03, F01, F02"
865,LM0207,롯데마트,베어풋 피노누아,,9900,레드,미국,피노누아,0,0,3,2,0,"C02, D01, G01"
866,LM0208,롯데마트,마레농 루베롱 루즈,,12900,레드,프랑스,쉬라즈,그르나슈,,2,2,0,"B02, E03, F01"
867,LM0209,롯데마트,파트라슈 뉘 생 죠르쥬 2012,,89000,레드,프랑스,피노누아,0,0,3,1,0,"C02, D01, G01, B02, E04, F01"
868,LD0001,롯데백화점,빌라 안나베르타 아마로네2016,"본점, 잠실점",49000,레드,이탈리아,몰리나라,론디넬라,0,3,1,0,"E04, F01, A01, D01"
869,LD0002,롯데백화점,오이스터베이 소비뇽블랑 2019,"본점, 부산본점, 인천터미널점, 잠실점",35000,화이트,뉴질랜드,소비뇽블랑,0,0,3,1,0,"B02, B03, C01, f01, D02, F02, G01"
870,LD0003,롯데백화점,리유니트 람부르스코NV,"본점, 잠실점",15000,레드,이탈리아,람부르스코,0,0,2,3,1,"E04, F02, A01, G01"
871,LD0004,롯데백화점,리파 마그나 코르비나 2017,"광주점, 본점, 부산본점, 인천터미널점, 잠실점",29000,레드,이탈리아,코르비나,0,0,2,2,0,"E04, A01, C02"
872,LD0005,롯데백화점,리유니트 모스카토NV,"본점, 잠실점",15000,화이트,이탈리아,소비뇽블랑,가르가네가,트레비아노,3,4,1,"B02, B03, D02, F02, G01, G02, A01, F04"
873,LD0006,롯데백화점,빌라 엠 썸NV,"본점, 부산본점, 인천터미널점, 잠실점",15000,레드,이탈리아,브라케토,0,0,1,5,0,"E04, F02, A01, D01, E02"
874,LD0007,롯데백화점,산테로 엑스트라 드라이 크랙앤칼 리미티드NV,"광주점, 본점, 부산본점, 인천터미널점, 잠실점",15000,화이트,이탈리아,피노비앙코,샤르도네,0,3,2,1,"C01, f01, D02, E01, F02, G01, A01, F04"
875,LD0008,롯데백화점,캔달 잭슨 빈트너스 리저브 샤도네이 2016,"본점, 부산본점, 인천터미널점, 잠실점",38000,화이트,미국,샤도네이,0,0,2,2,0,"B01, D02, E01, F04, G01, A01, D01, G02"
876,LD0009,롯데백화점,푸나무 소비뇽블랑 2019,"광주점, 본점, 부산본점, 인천터미널점, 잠실점",29000,화이트,뉴질랜드,소비뇽블랑,0,0,4,2,0,"B02, B03, C01, f01, D01, A01, B01"
877,LD0010,롯데백화점,트리벤토골든리저브하모니에디션 2017,"광주점, 본점, 부산본점",35000,레드,미국,까베르네쇼비뇽,말벡,0,2,1,0,"B01, E01, F01, A01"
878,LD0011,롯데백화점,간치아 모스카토 다스티,광주점,20000,화이트,이탈리아,모스카토,0,0,2,3,1,"D02, E01, F04, G01, G02, A01, B01"
879,LD0012,롯데백화점,롯데35주년 마르께스 데 까사 콘차 까베르네 소비뇽,"광주점, 본점, 부산본점, 인천터미널점",35000,레드,칠레,까베르네쇼비뇽,0,0,1,1,0,"B01, E01, A01, F02"
880,LD0013,롯데백화점,배비치 말보로 소비뇽블랑,"부산본점, 잠실점",25000,화이트,뉴질랜드,소비뇽블랑,0,0,3,1,0,"B02, B03, C01, f01, D02, F02, G01"
881,LD0014,롯데백화점,빌라 안나베르타 아마로네 2016,"광주점, 본점, 부산본점, 인천터미널점, 잠실점",49000,레드,이탈리아,코르비나,0,0,3,1,0,"E04, A01, B02, D01, F02"
882,LD0015,롯데백화점,샤또라프랑스델옴므메독2016,"광주점, 본점, 부산본점, 인천터미널점, 잠실점",39000,레드,프랑스,메를로,0,0,2,1,0,"C01, A01, B02, E02"
